CaseNo,Crime Type,Crime Category,Occurred On,Occurred Between,Block Address,Disposition,x,y
PD250043294,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,11/27/2025 11:00 下午,,15000 TASSIA LN,Inactive,11826686.89,6908373.277
PD250043236,SIMPLE ASSAULT,Violent,11/27/2025 10:35 下午,,15000 DONALD CURTIS DR,Arrest,11825123.37,6907409.815
PD250043238,SIMPLE ASSAULT,Violent,11/27/2025 10:35 下午,,12000 PLYMOUTH CT,Arrest,11832249.12,6933454.38
PD250043237,DRIVING UNDER THE INFLUENCE,Quality of Life,11/27/2025 10:22 下午,,3500 EAGLE RIDGE DR,Arrest,11823363.92,6905315.202
PD250043235,SIMPLE ASSAULT,Violent,11/27/2025 9:50 下午,,16000 NEABSCO RD,Active,11833152.12,6905637.485
PD250043231,SHOPLIFTING,Property,11/27/2025 7:29 下午,,7200 CENTREVILLE RD,Inactive,11782387.78,6977211.775
PD250043265,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/27/2025 7:00 下午,,15000 DOMINION VALLEY DR,Inactive,11728898.77,6991514.594
PD250043225,SIMPLE ASSAULT,Violent,11/27/2025 6:20 下午,,1700 POWDER HORN TER,Unfounded,11834135.03,6911974.869
PD250043226,INTIMIDATION,Violent,11/27/2025 6:00 下午,,3300 PLANTATION GROVE LN,Arrest,11741084.17,7007068.651
PD250043256,THEFT FROM MOTOR VEHICLE,Property,11/27/2025 6:00 下午,11/28/2025 5:50 上午,7300 ROKEBY DR,Inactive,11765944.09,6973876.995
PD250043224,AGGRAVATED ASSAULT,Violent,11/27/2025 5:45 下午,,Waterfall Rd / Antioch Rd,Inactive,11714660.57,6996919.005
PD250043221,SIMPLE ASSAULT,Violent,11/27/2025 4:40 下午,11/27/2025 5:00 下午,1700 ROCKLEDGE TER,Active,11834534.53,6932365.869
PD250043222,SIMPLE ASSAULT,Violent,11/27/2025 4:40 下午,11/27/2025 5:00 下午,1700 ROCKLEDGE TER,Exception,11834534.53,6932365.869
PD250043223,SIMPLE ASSAULT,Violent,11/27/2025 4:00 下午,,8800 VICKSBURG CT,Active,11768181.04,6963461.307
PD250043215,TRESPASS OF REAL PROPERTY,Quality of Life,11/27/2025 3:00 下午,11/27/2025 6:00 下午,7400 MIRAMAR DR,Arrest,11762287.52,6974114.444
PD250043212,SIMPLE ASSAULT,Violent,11/27/2025 11:45 上午,,14000 LEE HWY,Inactive,11736761.05,6974569.611
PD250043205,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/27/2025 10:00 上午,,Bridlewood Dr / Linton Hall Rd,Inactive,11741152.69,6965565.058
PD250043495,EXTORTION/BLACKMAIL,Property,11/27/2025 7:00 上午,,13000 SARATOGA SPRINGS WAY,Inactive,11770850.72,6926742.12
PD250043199,TRESPASS OF REAL PROPERTY,Quality of Life,11/27/2025 6:20 上午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250043202,SHOPLIFTING,Property,11/27/2025 6:07 上午,,17000 OLD STAGE RD,Inactive,11818090.66,6897409.854
PD250043194,SHOPLIFTING,Property,11/27/2025 4:03 上午,,2500 CATON HILL RD,Inactive,11828449.48,6924326.498
PD250043193,EXTORTION/BLACKMAIL,Property,11/27/2025 3:30 上午,,6700 ABBERLEY LOOP,Inactive,11733003.71,6980356.33
PD250043186,AGGRAVATED ASSAULT,Violent,11/27/2025 1:00 上午,,6500 ANDES CT,Active,11797242.96,6917864.305
PD250043307,SIMPLE ASSAULT,Violent,11/27/2025 12:00 上午,,1800 BEL AIR RD,Active,11835002.14,6919040.274
PD250043182,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/26/2025 11:30 下午,,9300 LEE AVE,Arrest,11774274.01,6958467.993
PD250043469,SHOPLIFTING,Property,11/26/2025 11:00 下午,,9400 LIBERIA AVE,Active,11782498.19,6958311.579
PD250043176,INTIMIDATION,Violent,11/26/2025 10:40 下午,,3600 CHIPPENDALE CIR,Arrest,11819203.88,6914252.029
PD250043173,AGGRAVATED ASSAULT,Violent,11/26/2025 10:23 下午,,13000 WORTH AVE,Arrest,11827073.86,6922398.802
PD250043174,SIMPLE ASSAULT,Violent,11/26/2025 9:45 下午,,10000 GAMBRIL DR,Active,11761395.89,6968316.249
PD250043170,SHOPLIFTING,Property,11/26/2025 9:10 下午,,8300 SUDLEY RD,Active,11767196.98,6966790.867
PD250043172,DISORDERLY CONDUCT,Quality of Life,11/26/2025 8:49 下午,,14000 RICHMOND HWY,Exception,11836714.04,6921921.867
PD250043164,MOTOR VEHICLE THEFT,Property,11/26/2025 7:29 下午,,Kirby Dr / Sassafras Tree Ct,Inactive,11825020.95,6895884.253
PD250043296,TRESPASS OF REAL PROPERTY,Quality of Life,11/26/2025 7:14 下午,,2700 POTOMAC MILLS CIR,Active,11826041.73,6918486.143
PD250043206,MOTOR VEHICLE THEFT,Property,11/26/2025 7:00 下午,11/27/2025 10:56 上午,7300 WICHITA CT,Inactive,11765590.31,6974597.641
PD250043320,THEFT FROM MOTOR VEHICLE,Property,11/26/2025 6:00 下午,11/28/2025 8:30 下午,14000 DARBYDALE AVE,Inactive,11813045.78,6917469.588
PD250043146,SHOPLIFTING,Property,11/26/2025 5:34 下午,,2700 POTOMAC MILLS CIR,Arrest,11826041.73,6918486.143
PD250043163,DRUG/NARCOTIC VIOLATION,Quality of Life,11/26/2025 5:34 下午,,2700 POTOMAC MILLS CIR,Arrest,11826041.73,6918486.143
PD250043175,ALL OTHER LARCENY,Property,11/26/2025 5:30 下午,11/26/2025 7:30 下午,7900 MANASSAS DR,Inactive,11773516.04,6970239.879
PD250043200,SIMPLE ASSAULT,Violent,11/26/2025 4:00 下午,,14000 RICHMOND HWY,Exception,11836714.04,6921921.867
PD250043136,ROBBERY,Property,11/26/2025 3:20 下午,,11000 HOGAN PL,Arrest,11783587.29,6941196.251
PD250043169,BURGLARY,Property,11/26/2025 2:30 下午,,1800 SUGAR HILL DR,Inactive,11834314.4,6929888.441
PD250042992,SIMPLE ASSAULT,Violent,11/26/2025 1:10 下午,,5100 RACE POINTE PL,Arrest,11808112.71,6930996.62
PD250042984,SHOPLIFTING,Property,11/26/2025 12:50 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250042998,ALL OTHER LARCENY,Property,11/26/2025 12:50 下午,,14000 WORTH AVE,Inactive,11827066.63,6921188.149
PD250042975,DRUG/NARCOTIC VIOLATION,Quality of Life,11/26/2025 11:23 上午,,14000 GIDEON DR,Arrest,11824652.86,6913639.871
PD250042958,SIMPLE ASSAULT,Violent,11/26/2025 7:30 上午,,8400 LANIER OVERLOOK CT,Inactive,11748932.98,6966420.485
PD250042936,SHOPLIFTING,Property,11/26/2025 3:36 上午,,4000 PRINCE WILLIAM PKWY,Inactive,11816751.64,6927624.098
PD250042944,CURFEW/LOITERING/VAGRANCY VIOLATION,Quality of Life,11/26/2025 1:24 上午,,8800 GOLDEN OAK DR,Arrest,11767053.94,6963125.068
PD250042930,MOTOR VEHICLE THEFT,Property,11/26/2025 1:24 上午,,8800 GOLDEN OAK DR,Arrest,11767053.94,6963125.068
PD250042933,MOTOR VEHICLE THEFT,Property,11/26/2025 1:20 上午,,8800 GOLDEN OAK DR,Arrest,11767053.94,6963125.068
PD250043183,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/26/2025 12:00 上午,,15000 SILVAN GLEN DR,Arrest,11812798.69,6909199.582
PD250043572,WIRE FRAUD,Property,11/26/2025 12:00 上午,,15000 BRONCO WAY,Inactive,11822614.44,6910823.959
PD250042919,DRUG/NARCOTIC VIOLATION,Quality of Life,11/25/2025 9:00 下午,,14000 SHOPPERS BEST WAY,Arrest,11825960.79,6922040.042
PD250043545,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,11/25/2025 6:10 下午,,13000 SMOKETOWN RD,Active,11821708.79,6929517.134
PD250043372,SHOPLIFTING,Property,11/25/2025 5:43 下午,,14000 SMOKETOWN RD,Inactive,11825083.62,6920228.059
PD250042898,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,11/25/2025 3:30 下午,,15000 DONALD CURTIS DR,Inactive,11825123.37,6907409.815
PD250042878,ROBBERY,Property,11/25/2025 3:20 下午,,8100 SKYSTONE LOOP,Active,11783914.88,6959097.348
PD250042896,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,11/25/2025 3:00 下午,,12000 MILL BROOK CT,Unfounded,11830353.51,6930656.182
PD250042873,DRUG/NARCOTIC VIOLATION,Quality of Life,11/25/2025 1:32 下午,,17000 WOODS VIEW DR,Exception,11828158.44,6889188.731
PD250042866,ROBBERY,Property,11/25/2025 1:00 下午,11/25/2025 1:13 下午,14000 DINING WAY,Arrest,11828436.27,6915427.116
PD250042872,SIMPLE ASSAULT,Violent,11/25/2025 12:30 下午,11/25/2025 1:20 下午,19000 QUEEN DR,Unfounded,11819152.46,6881921.953
PD250042846,DRUG/NARCOTIC VIOLATION,Quality of Life,11/25/2025 11:00 上午,,13000 DUMFRIES RD,Exception,11785802.83,6929736.926
PD250043630,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,11/25/2025 11:00 上午,11/30/2025 7:00 上午,3000 ARKENDALE ST,Inactive,11825047.03,6915282.119
PD250042843,INTIMIDATION,Violent,11/25/2025 10:26 上午,,12000 BRIGSTOCK CT,Inactive,11745967.6,6959118.686
PD250042837,DRUG/NARCOTIC VIOLATION,Quality of Life,11/25/2025 10:00 上午,,15000 NEABSCO MILLS RD,Arrest,11829460.81,6913069.274
PD250042965,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/25/2025 10:00 上午,11/25/2025 10:45 上午,3600 MEANDERING WAY,Inactive,11819825.73,6935097.781
PD250042979,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/25/2025 10:00 上午,11/26/2025 12:51 下午,3600 MEANDERING WAY,Inactive,11819825.73,6935097.781
PD250042876,TRESPASS OF REAL PROPERTY,Quality of Life,11/25/2025 9:00 上午,,Bridge View Dr / Potomac Center Blvd,Active,11830269.44,6915724.492
PD250042815,SIMPLE ASSAULT,Violent,11/25/2025 2:45 上午,,14000 WESTMINISTER LN,Active,11813337.66,6919103.779
PD250042819,BURGLARY,Property,11/25/2025 12:00 上午,11/25/2025 6:00 上午,12000 CRICKET LN,Inactive,11820495.13,6933796.58
PD250042831,ALL OTHER LARCENY,Property,11/24/2025 11:30 下午,11/25/2025 9:00 上午,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250042840,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/24/2025 10:00 下午,11/25/2025 9:00 上午,13000 CARRIAGE HILL DR,Inactive,11796869.67,6923312.941
PD250042783,SIMPLE ASSAULT,Violent,11/24/2025 8:30 下午,,14000 FILARETE ST,Arrest,11815490.38,6918604.869
PD250042914,THEFT FROM BUILDING,Property,11/24/2025 7:30 下午,11/25/2025 6:30 下午,16000 MIRANDA LN,Inactive,11827717.04,6899110.061
PD250043156,SHOPLIFTING,Property,11/24/2025 7:30 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250042776,SIMPLE ASSAULT,Violent,11/24/2025 7:08 下午,,16000 HAYES LN,Unfounded,11834112.99,6905150.479
PD250042823,ALL OTHER LARCENY,Property,11/24/2025 6:00 下午,11/25/2025 4:30 上午,9300 INDUSTRIAL CT,Inactive,11755496.45,6959088.299
PD250042882,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/24/2025 6:00 下午,11/25/2025 8:00 上午,4000 TARPON LN,Active,11816369.08,6922829.168
PD250042773,SIMPLE ASSAULT,Violent,11/24/2025 5:05 下午,,14000 KYLEWOOD WAY,Exception,11733346.96,6979470.087
PD250042756,SIMPLE ASSAULT,Violent,11/24/2025 5:03 下午,,7400 CEDARWOOD GROVE LN,Active,11760829.69,6974236.929
PD250042830,AGGRAVATED ASSAULT,Violent,11/24/2025 4:00 下午,,8800 RIXLEW LN,Unfounded,11766183.35,6964028.144
PD250042755,SIMPLE ASSAULT,Violent,11/24/2025 3:47 下午,,4500 KINGSLEY RD,Inactive,11814215.16,6929800.284
PD250042748,SIMPLE ASSAULT,Violent,11/24/2025 3:45 下午,,9300 LEE AVE,Arrest,11774274.01,6958467.993
PD250042885,SHOPLIFTING,Property,11/24/2025 3:13 下午,,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250042799,STOLEN PROPERTY OFFENSE,Property,11/24/2025 1:36 下午,,13000 RICHMOND HWY,Active,11808907.66,6874800.458
PD250042735,SIMPLE ASSAULT,Violent,11/24/2025 1:25 下午,,14000 CONCORD DR,Arrest,11817062.93,6912421.85
PD250042718,SHOPLIFTING,Property,11/24/2025 12:17 下午,,14000 FOULGER SQ,Arrest,11824058.53,6923431.34
PD250042727,INTIMIDATION,Violent,11/24/2025 11:30 上午,,12000 MOHICAN RD,Unfounded,11823635.8,6937738.851
PD250042712,SHOPLIFTING,Property,11/24/2025 11:00 上午,,9400 LIBERIA AVE,Arrest,11782498.19,6958311.579
PD250042736,THEFT FROM MOTOR VEHICLE,Property,11/24/2025 9:30 上午,11/24/2025 11:00 上午,8100 CENTREVILLE RD,Inactive,11782054.46,6968897.14
PD250042812,CREDIT CARD/ATM FRAUD,Property,11/24/2025 9:05 上午,,4300 MERCHANT PLZ,Inactive,11815289.46,6930824.956
PD250042814,CREDIT CARD/ATM FRAUD,Property,11/24/2025 9:05 上午,,4300 MERCHANT PLZ,Inactive,11815289.46,6930824.956
PD250042769,SIMPLE ASSAULT,Violent,11/24/2025 8:15 上午,11/24/2025 2:30 下午,13000 HILLENDALE DR,Active,11813641.31,6924495.389
PD250042689,TRESPASS OF REAL PROPERTY,Quality of Life,11/24/2025 8:00 上午,,1300 F ST,Inactive,11838608.33,6927046.266
PD250042841,SIMPLE ASSAULT,Violent,11/24/2025 7:53 上午,11/25/2025 7:52 上午,8000 LIMESTONE DR,Inactive,11739749.6,6969806.666
PD250042779,SIMPLE ASSAULT,Violent,11/24/2025 7:15 上午,,5900 LYCEUM LN,Active,11800767.51,6910216.595
PD250042671,SIMPLE ASSAULT,Violent,11/24/2025 1:30 上午,,8200 HUMPHREY LN,Active,11760304.43,6967819.238
PD250042858,ALL OTHER LARCENY,Property,11/24/2025 1:18 上午,,8800 CHERRY OAK CT,Inactive,11767775.01,6963218.438
PD250042860,CREDIT CARD/ATM FRAUD,Property,11/24/2025 1:18 上午,,8800 CHERRY OAK CT,Inactive,11767775.01,6963218.438
PD250042669,SIMPLE ASSAULT,Violent,11/24/2025 1:06 上午,,Mattapony Dr / Medwick Ct,Active,11807132.26,6921369.22
PD250042670,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/24/2025 1:06 上午,,Mattapony Dr / Medwick Ct,Active,11807132.26,6921369.22
PD250042668,WEAPON LAW VIOLATION,Quality of Life,11/24/2025 12:15 上午,,Prince William Pkwy / Smoketown Rd,Arrest,11824875.44,6922381.218
PD250042737,INTIMIDATION,Violent,11/24/2025 12:00 上午,,1600 LADUE CT,Active,11838266.49,6907933.127
PD250042870,CREDIT CARD/ATM FRAUD,Property,11/24/2025 12:00 上午,11/24/2025 9:30 下午,13000 MAPLEDALE AVE,Active,11805781.36,6924884.353
PD250042871,CREDIT CARD/ATM FRAUD,Property,11/24/2025 12:00 上午,11/24/2025 9:30 下午,2100 MONTGOMERY AVE,Active,11831735.61,6917198.176
PD250042960,PORNOGRAPHY/OBSCENE MATERIAL,Quality of Life,11/24/2025 12:00 上午,11/25/2025 12:00 上午,17000 WOODS VIEW DR,Inactive,11828158.44,6889188.731
PD250042967,ALL OTHER LARCENY,Property,11/24/2025 12:00 上午,,15000 DONALD CURTIS DR,Inactive,11825123.37,6907409.815
PD250042720,THEFT FROM MOTOR VEHICLE,Property,11/23/2025 10:30 下午,11/24/2025 6:00 上午,10000 COVERSTONE DR,Inactive,11758895.73,6972414.501
PD250042657,SIMPLE ASSAULT,Violent,11/23/2025 10:10 下午,,6000 PONHILL DR,Arrest,11799494.26,6927162.604
PD250042659,ROBBERY,Property,11/23/2025 10:10 下午,,14000 WESTMINISTER LN,Inactive,11813337.66,6919103.779
PD250042740,MOTOR VEHICLE THEFT,Property,11/23/2025 10:00 下午,11/24/2025 1:00 下午,14000 LINDENDALE RD,Inactive,11808672.06,6921968.226
PD250042806,SIMPLE ASSAULT,Violent,11/23/2025 10:00 下午,,15000 MAINE CT,Inactive,11835264.34,6913850.961
PD250042658,SIMPLE ASSAULT,Violent,11/23/2025 9:45 下午,,4200 JACKSON MILL RD,Inactive,11719349.97,7000111.98
PD250042652,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,11/23/2025 9:32 下午,,7600 MONITOR CT,Inactive,11761925.83,6971811.535
PD250042661,SIMPLE ASSAULT,Violent,11/23/2025 9:30 下午,,10000 WOODBURY DR,Arrest,11767003.86,6963975.777
PD250042711,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/23/2025 9:00 下午,11/24/2025 7:00 上午,7400 LANGHOLM WAY,Inactive,11764818.27,6973521.837
PD250042656,DRUG/NARCOTIC VIOLATION,Quality of Life,11/23/2025 8:45 下午,,14000 WORTH AVE,Arrest,11827066.63,6921188.149
PD250042649,COUNTERFEITING/FORGERY,Property,11/23/2025 8:34 下午,,16000 RICHMOND HWY,Inactive,11827722.98,6905505.633
PD250042675,DRUG/NARCOTIC VIOLATION,Quality of Life,11/23/2025 8:15 下午,11/24/2025 12:08 上午,3000 FOX LAIR DR,Active,11824868.8,6902010.034
PD250042651,SIMPLE ASSAULT,Violent,11/23/2025 8:00 下午,,12000 OAKWOOD DR,Arrest,11827222.78,6937689.018
PD250042663,ALL OTHER LARCENY,Property,11/23/2025 7:00 下午,,5800 SUDLEY RD,Inactive,11757653.64,6986819.707
PD250042641,SIMPLE ASSAULT,Violent,11/23/2025 6:45 下午,,14000 BELLONA RD,Arrest,11833881.1,6919374.546
PD250042636,SIMPLE ASSAULT,Violent,11/23/2025 6:30 下午,,1300 LONGVIEW DR,Active,11838072.93,6918124.218
PD250042894,AGGRAVATED ASSAULT,Violent,11/23/2025 6:00 下午,,8700 SUDLEY RD,Active,11772315.99,6964123.072
PD250042988,SIMPLE ASSAULT,Violent,11/23/2025 6:00 下午,,12000 COLBY DR,Active,11828340.24,6930990.566
PD250900534,ALL OTHER LARCENY,Property,11/23/2025 5:30 下午,11/23/2025 6:45 下午,14000 EMBERDALE DR,Inactive,11814274.07,6915486.79
PD250042627,WEAPON LAW VIOLATION,Quality of Life,11/23/2025 5:15 下午,,University Blvd / Sudley Manor Dr,Arrest,11754303.52,6961957.099
PD250042625,SIMPLE ASSAULT,Violent,11/23/2025 4:40 下午,,14000 RICHMOND HWY,Active,11836714.04,6921921.867
PD250042618,SHOPLIFTING,Property,11/23/2025 4:39 下午,,13000 SMOKETOWN RD,Inactive,11821708.79,6929517.134
PD250042621,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,11/23/2025 4:33 下午,11/23/2025 4:58 下午,River Heritage Blvd / Potomac Shores Pkwy,Unfounded,11828338.97,6893236.157
PD250042611,SHOPLIFTING,Property,11/23/2025 4:27 下午,,8300 SUDLEY RD,Arrest,11767196.98,6966790.867
PD250042615,ROBBERY,Property,11/23/2025 4:00 下午,,Minnieville Rd / Dumfries Rd,Active,11794050.55,6913519.236
PD250042628,THEFT FROM BUILDING,Property,11/23/2025 3:20 下午,,5500 BLASIUS CT,Inactive,11804530.23,6910520.362
PD250042650,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/23/2025 3:15 下午,11/23/2025 4:30 下午,2800 WOODMARK DR,Active,11825882.8,6901614.793
PD250042630,AGGRAVATED ASSAULT,Violent,11/23/2025 3:00 下午,,1300 BAYSIDE AVE,Arrest,11838060,6921725.046
PD250042862,SIMPLE ASSAULT,Violent,11/23/2025 1:00 下午,11/23/2025 7:00 下午,8700 ELLIS MILL DR,Active,11734137.93,6963737.002
PD250042594,IDENTITY THEFT,Property,11/23/2025 12:45 下午,,7300 WILLIAMSON BLVD,Active,11763703.06,6974453.886
PD250042596,SIMPLE ASSAULT,Violent,11/23/2025 12:40 下午,,2800 PRINCE WILLIAM PKWY,Active,11826341.15,6922642.934
PD250042598,EXTORTION/BLACKMAIL,Property,11/23/2025 12:00 下午,,14000 EARLHAM CT,Inactive,11815388.42,6917353.005
PD250042593,SIMPLE ASSAULT,Violent,11/23/2025 11:50 上午,,7900 HUGH MULLEN DR,Unfounded,11765193.66,6970413.431
PD250042595,SIMPLE ASSAULT,Violent,11/23/2025 11:22 上午,,13000 PINETREE DR,Inactive,11833227.78,6927035.803
PD250042584,SIMPLE ASSAULT,Violent,11/23/2025 10:54 上午,,1300 BAYSIDE AVE,Arrest,11838060,6921725.046
PD250042602,SHOPLIFTING,Property,11/23/2025 10:43 上午,,2000 DANIEL STUART SQ,Inactive,11832612.77,6915575.63
PD250042813,CREDIT CARD/ATM FRAUD,Property,11/23/2025 9:05 上午,,4300 MERCHANT PLZ,Inactive,11815289.46,6930824.956
PD250042850,INTIMIDATION,Violent,11/23/2025 9:00 上午,,15000 MEHERRIN WAY,Active,11825580.17,6907285.513
PD250042574,DRUG/NARCOTIC VIOLATION,Quality of Life,11/23/2025 7:00 上午,,13000 OCCOQUAN RD,Arrest,11837088.37,6929628.465
PD250042608,EXTORTION/BLACKMAIL,Property,11/23/2025 5:33 上午,,1300 BAYSIDE AVE,Active,11838060,6921725.046
PD250042572,SIMPLE ASSAULT,Violent,11/23/2025 5:25 上午,,15000 WARBLER CT,Unfounded,11817044.29,6911314.618
PD250042571,SIMPLE ASSAULT,Violent,11/23/2025 4:45 上午,,4300 STRETTON FARM CT,Unfounded,11814061.35,6936017.444
PD250042565,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/23/2025 2:30 上午,,10000 BUTTERFIELD ST,Inactive,11764715.56,6975313.455
PD250042564,SIMPLE ASSAULT,Violent,11/23/2025 2:00 上午,,14000 BIG CREST LN,Arrest,11837922.65,6909157.124
PD250042580,SIMPLE ASSAULT,Violent,11/23/2025 2:00 上午,11/23/2025 7:30 上午,8900 FREEDOM CENTER BLVD,Arrest,11763747.93,6962538.401
PD250042797,SIMPLE ASSAULT,Violent,11/23/2025 2:00 上午,,8300 CENTREVILLE RD,Active,11781832.25,6967614.343
PD250042562,SIMPLE ASSAULT,Violent,11/23/2025 1:45 上午,,8200 LINBLAKE CT,Exception,11782710.83,6967003.63
PD250042847,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/23/2025 1:07 上午,11/23/2025 1:38 上午,13000 MAPLEDALE AVE,Inactive,11805781.36,6924884.353
PD250042612,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/23/2025 1:00 上午,11/23/2025 4:53 下午,10000 BUTTERFIELD ST,Inactive,11764715.56,6975313.455
PD250042619,SIMPLE ASSAULT,Violent,11/23/2025 1:00 上午,,15000 DONALD CURTIS DR,Arrest,11825123.37,6907409.815
PD250042626,AGGRAVATED ASSAULT,Violent,11/23/2025 12:00 上午,,3700 GRAHAM PARK RD,Inactive,11819022.79,6888204.047
PD250042833,SIMPLE ASSAULT,Violent,11/23/2025 12:00 上午,,11000 HAZEL CIRCLE DR,Active,11753673.78,6953133.483
PD250042868,CREDIT CARD/ATM FRAUD,Property,11/23/2025 12:00 上午,11/23/2025 11:59 下午,17000 DUMFRIES RD,Active,11817123.08,6897750.478
PD250042869,CREDIT CARD/ATM FRAUD,Property,11/23/2025 12:00 上午,11/23/2025 11:59 下午,13000 MAPLEDALE AVE,Active,11805781.36,6924884.353
PD250043162,PORNOGRAPHY/OBSCENE MATERIAL,Quality of Life,11/23/2025 12:00 上午,,12000 POND RUN DR,Active,11819570.19,6935466.607
PD250042552,INTIMIDATION,Violent,11/22/2025 10:30 下午,,1700 FLORIDA AVE,Inactive,11835696.45,6913502.407
PD250042551,SIMPLE ASSAULT,Violent,11/22/2025 10:10 下午,,13000 SPRIGGS RD,Inactive,11796195.77,6928541.768
PD250042708,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/22/2025 10:00 下午,11/23/2025 10:00 上午,14000 FISHER AVE,Inactive,11837844.99,6920537.99
PD250042875,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,11/22/2025 10:00 下午,11/24/2025 10:00 上午,13000 MAPLEDALE AVE,Inactive,11805781.36,6924884.353
PD250042549,SIMPLE ASSAULT,Violent,11/22/2025 9:50 下午,,10000 BALLS FORD RD,Active,11768633.21,6978470.228
PD250042550,SIMPLE ASSAULT,Violent,11/22/2025 9:00 下午,,11000 BLACKBURN COVE LN,Arrest,11761060.92,6973907.604
PD250042606,THEFT FROM MOTOR VEHICLE,Property,11/22/2025 8:00 下午,11/23/2025 10:00 上午,BLACKSMITH TER / OLD KINGS RD,Inactive,11834004.83,6911239.992
PD250042667,SIMPLE ASSAULT,Violent,11/22/2025 8:00 下午,,16000 ANCHOR BEND CIR,Active,11828670.94,6901993.452
PD250042539,SHOPLIFTING,Property,11/22/2025 7:40 下午,,8300 SUDLEY RD,Inactive,11767196.98,6966790.867
PD250042569,MOTOR VEHICLE THEFT,Property,11/22/2025 7:00 下午,11/23/2025 4:49 上午,10000 STONINGTON LN,Active,11765164.82,6973979.252
PD250042538,SIMPLE ASSAULT,Violent,11/22/2025 6:37 下午,,12000 PENZANCE LN,Active,11750118.32,6963808.527
PD250042533,SIMPLE ASSAULT,Violent,11/22/2025 6:01 下午,,13000 ROSEWOOD DR,Active,11800566.59,6924296.499
PD250042704,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,11/22/2025 5:30 下午,11/22/2025 6:30 下午,7000 CHAMPS MILL CT,Inactive,11793451.19,6938779.749
PD250042532,SIMPLE ASSAULT,Violent,11/22/2025 5:21 下午,,13000 HOLLOW WIND WAY,Arrest,11834454.03,6922833.604
PD250042531,SIMPLE ASSAULT,Violent,11/22/2025 5:15 下午,,8100 STONEWALL SHOPS SQ,Unfounded,11725109.12,6969916.342
PD250042523,WEAPON LAW VIOLATION,Quality of Life,11/22/2025 5:10 下午,,4200 ASHMERE CIR,Exception,11816635.31,6903466.662
PD250042530,AGGRAVATED ASSAULT,Violent,11/22/2025 5:00 下午,,7400 SOMERSET CROSSING DR,Arrest,11730635.2,6975152.455
PD250042805,THEFT FROM MOTOR VEHICLE,Property,11/22/2025 5:00 下午,11/24/2025 10:00 下午,2500 LUCKLAND WAY,Active,11829287.06,6899030.667
